_id,title,pictures,price,url,"specs.Вес, кг",specs.Страна производства,specs.Назначение,specs.Запах,specs.Применение,specs.Расход (в м² / л),specs.Тип ЛКМ,specs.Цвет,specs.Уход,specs.Марка,specs.Время полного высыхания (ч),specs.Применение продукта,specs.Гарантия (лет),specs.Цветовая палитра,specs.Тепловое сопротивление,specs.Объем (л),specs.Внешний вид,specs.Эффект,specs.Предназначен для,specs.Материал поверхности применения,specs.Время высыхания между 2 слоями (ч),specs.Тип упаковки,specs.Тип продукта,specs.Возможность колеровки онлайн,specs.Экологическая сертификация
5f2c0787558abb54443b3cfe,Краска водно-дисперсионная Dufa Schimmelschutzfarbe 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15364309.jpg"",""path"":""files/Краска водно-дисперсионная Dufa Schimmelschutzfarbe 2.5 л/15364309.jpg"",""checksum"":""223295967da17941070413353a887361"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15364309_01.jpg"",""path"":""files/Краска водно-дисперсионная Dufa Schimmelschutzfarbe 2.5 л/15364309_01.jpg"",""checksum"":""7fe5f426d628881b7a3efbddf484a379"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15364309_02.jpg"",""path"":""files/Краска водно-дисперсионная Dufa Schimmelschutzfarbe 2.5 л/15364309_02.jpg"",""checksum"":""144e883bb74a8cdbdc3ed9cbf4deab5a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15364309_03.jpg"",""path"":""files/Краска водно-дисперсионная Dufa Schimmelschutzfarbe 2.5 л/15364309_03.jpg"",""checksum"":""9cdd0a17504e8f091b42c653a7360e19"",""status"":""downloaded""}]",987,https://leroymerlin.ru/product/kraska-vodno-dispersionnaya-dufa-schimmelschutzfarbe-2-5-l-15364309/,3.5,Россия,"Кухня, Ванная комната",Без запаха,,10,На водной основе,Белый,С использованием мягких моющих средств или мыльного раствора,DUFA,24.0,,2,Белый,,2.5,Полуматовый,,Для стен и потолка,"Шпатлевка, Бетон, Цемент, Кирпич, Гипс",2.0,,Краска для внутреннего применения на поверхностях разного типа,Да,Отсутствует
5f2c0790558abb54443b3cff,Средство для снятия краски V33 1 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14129374.jpg"",""path"":""files/Средство для снятия краски V33 1 л/14129374.jpg"",""checksum"":""e3280008d6d1ea235bf6779f19bf39b1"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14129374_01.jpg"",""path"":""files/Средство для снятия краски V33 1 л/14129374_01.jpg"",""checksum"":""e0845482143fa7a8b067ba6cc8079455"",""status"":""downloaded""}]",823,https://leroymerlin.ru/product/sredstvo-dlya-snyatiya-kraski-v33-1-l-14129374/,1.1,,,,,,,,,,,,,,,true,,,,,,,Очиститель древесины,,
5f2c0799558abb54443b3d00,Кисть для водных красок Dexter 100 мм,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17187414.jpg"",""path"":""files/Кисть для водных красок Dexter 100 мм/17187414.jpg"",""checksum"":""6a96d63e1195d3a3a7f91dbb27bd03b8"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17187414_01.jpg"",""path"":""files/Кисть для водных красок Dexter 100 мм/17187414_01.jpg"",""checksum"":""3cd860a92ae7a5745239312b9c3ad76e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17187414_02.jpg"",""path"":""files/Кисть для водных красок Dexter 100 мм/17187414_02.jpg"",""checksum"":""4ba54218e54a506113e05a9654195393"",""status"":""downloaded""}]",170,https://leroymerlin.ru/product/kist-dlya-vodnyh-krasok-dexter-100-mm-17187414/,0.103,Китай,,,,,,,,DEXTER,,Краска,,Синий,,,,Кисть,Универсальный,,,Термоусадочная упаковка,Кисть,,
5f2c079f558abb54443b3d01,Краска Тиккурила Pika-Teho 9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14195830.jpg"",""path"":""files/Краска Тиккурила Pika-Teho 9 л/14195830.jpg"",""checksum"":""2850076f28f02dfdfd28fbfbfd16e2e3"",""status"":""uptodate""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14195830_01.jpg"",""path"":""files/Краска Тиккурила Pika-Teho 9 л/14195830_01.jpg"",""checksum"":""d0a5ba5ecb345ae6940b0b2994190c27"",""status"":""uptodate""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14195830_02.jpg"",""path"":""files/Краска Тиккурила Pika-Teho 9 л/14195830_02.jpg"",""checksum"":""c649b23defee02ec76ec94748cd908be"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14195830_i.jpg"",""path"":""files/Краска Тиккурила Pika-Teho 9 л/14195830_i.jpg"",""checksum"":""acd08b34405e8a867d128d18ae9271f3"",""status"":""downloaded""}]",8304,https://leroymerlin.ru/product/kraska-tikkurila-pika-teho-9-l-14195830/,12.765,Финляндия,Только наружный,Без запаха,,,Акрил,Белый (доступна колеровка),,TIKKURILA,"4, 3.0",,,Белый,,9,Матовый,,,Дерево,"4, 3.0",Банка/Горшок,Краска для дерева для применения на открытом воздухе,Да,
5f2c07a8558abb54443b3d02,Кювета для краски 330х350 мм,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12346148.jpg"",""path"":""files/Кювета для краски 330х350 мм/12346148.jpg"",""checksum"":""4ab2db8fd515a598bf4f6cf4fb2bc1b9"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12346148_01.jpg"",""path"":""files/Кювета для краски 330х350 мм/12346148_01.jpg"",""checksum"":""8069b6843e64e32f0354a34946b53448"",""status"":""downloaded""}]",56,https://leroymerlin.ru/product/kyuveta-dlya-kraski-330h350-mm-12346148/,0.15,Россия,,,,,,,,СИБРТЕХ,,,,,,,,,,,,,,,
5f2c07b8558abb54443b3d03,Краска для фасадов Luxens 10 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136300.jpg"",""path"":""files/Краска для фасадов Luxens 10 л/17136300.jpg"",""checksum"":""f1670ec3b8b7e5ec823f97eb7057bc88"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136300_01.jpg"",""path"":""files/Краска для фасадов Luxens 10 л/17136300_01.jpg"",""checksum"":""2609ffc0eca99e6ab7d0423fc2f1afb3"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136300_02.jpg"",""path"":""files/Краска для фасадов Luxens 10 л/17136300_02.jpg"",""checksum"":""e24a1d60c1676395498984f2cdf030a6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136300_03.jpg"",""path"":""files/Краска для фасадов Luxens 10 л/17136300_03.jpg"",""checksum"":""44f7f945390903877468a4ea907570a4"",""status"":""downloaded""}]",1445,https://leroymerlin.ru/product/kraska-dlya-fasadov-luxens-10-l-17136300/,16,Россия,Внешний,Без запаха,В несколько слоев,10,На водной основе,Белый,Моющийся,LUXENS,"24, 24.0",Защита фасадов,2,Белый,,10,Матовый,Гладкий,Стена,"Бетон, Камень, Кирпич, Строительный блок, Цемент, Штукатурка","1.5, 2.0",Ведро,Акриловая краска,Да,Отсутствует
5f2c07be558abb54443b3d04,Краска для потолков цвет белый 5 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82276531.jpg"",""path"":""files/Краска для потолков цвет белый 5 кг/82276531.jpg"",""checksum"":""710d272631f70c2dd97678c7bcc21bda"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82276531_01.jpg"",""path"":""files/Краска для потолков цвет белый 5 кг/82276531_01.jpg"",""checksum"":""95b8bf0f16132d04797bd8e0c1ab2600"",""status"":""downloaded""}]",138,https://leroymerlin.ru/product/kraska-dlya-potolkov-cvet-belyy-5-kg-82276531/,5.15,Россия,"Гардеробная, Гостиная, Коридор, Спальня",Без запаха,,7,На водной основе,Белый,Не моющийся,,"4, 4.0",,Отсутствует,Белый,,"5, 5.0",Матовый глубокий,,Потолок,"Бетон, Кирпич, Штукатурка, Гипсокартон",1.0,,Краска для внутренних покрытий,Нет,Отсутствует
5f2c07c5558abb54443b3d05,Краска для садовых деревьев 4.0 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17475598.jpg"",""path"":""files/Краска для садовых деревьев 4.0 кг/17475598.jpg"",""checksum"":""ab591d2ef1ed7f33d6888c25e4f3bb9b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17475598_01.jpg"",""path"":""files/Краска для садовых деревьев 4.0 кг/17475598_01.jpg"",""checksum"":""28c5dd7c135d59704f853923809ebc83"",""status"":""downloaded""}]",138,https://leroymerlin.ru/product/kraska-dlya-sadovyh-derevev-4-0-kg-17475598/,4,Россия,Внешний,,,,,,,,,,,,,,,,,,,,,,
5f2c07d0558abb54443b3d06,"Скребок для снятия краски, обоев и набела","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13324266.jpg"",""path"":""files/Скребок для снятия краски, обоев и набела/13324266.jpg"",""checksum"":""12f713a68a142fe981329e822b291809"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13324266_01.jpg"",""path"":""files/Скребок для снятия краски, обоев и набела/13324266_01.jpg"",""checksum"":""d4a9f5cb356f45c365ced2b172bce722"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13324266_02.jpg"",""path"":""files/Скребок для снятия краски, обоев и набела/13324266_02.jpg"",""checksum"":""40320322e9b81d853d7c3747b18ef1e6"",""status"":""downloaded""}]",225,https://leroymerlin.ru/product/skrebok-dlya-snyatiya-kraski-13324266/,0.128,Китай,,,,,,,,MATRIX,,,,,,,,,,,,,Ручной скребок,,
5f2c07e0558abb54443b3d07,Краска для фасадов Luxens 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136297.jpg"",""path"":""files/Краска для фасадов Luxens 2.5 л/17136297.jpg"",""checksum"":""d977a590209f22dbc98d9283f907fc28"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136297_01.jpg"",""path"":""files/Краска для фасадов Luxens 2.5 л/17136297_01.jpg"",""checksum"":""9f5e3d85cc0c044b53d5881b9128e1e6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136297_02.jpg"",""path"":""files/Краска для фасадов Luxens 2.5 л/17136297_02.jpg"",""checksum"":""c65bf3cbde1cc3c4b1932f415f465c4e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17136297_03.jpg"",""path"":""files/Краска для фасадов Luxens 2.5 л/17136297_03.jpg"",""checksum"":""242531b0384fa0b93cae3747e9c2485a"",""status"":""downloaded""}]",477,https://leroymerlin.ru/product/kraska-dlya-fasadov-luxens-2-5-l-17136297/,4.028,Россия,Внешний,Без запаха,,10,На водной основе,Белый,,LUXENS,24.0,,,Белый,,2.5,Гладкий,Гладкий,Стена,"Бетон, Камень, Кирпич, Строительный блок, Цемент, Штукатурка",2.0,Ведро,Акриловая краска,Да,Отсутствует
5f2c07ed558abb54443b3d08,"Краска Profilux ВД для спальни, 11кг","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82141655.jpg"",""path"":""files/Краска Profilux ВД для спальни, 11кг/82141655.jpg"",""checksum"":""3e61853680a797ad2b1083694278abf0"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82141655_01.jpg"",""path"":""files/Краска Profilux ВД для спальни, 11кг/82141655_01.jpg"",""checksum"":""b3b58edcdfe473d01c532874ae2af208"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82141655_02.jpg"",""path"":""files/Краска Profilux ВД для спальни, 11кг/82141655_02.jpg"",""checksum"":""a0bfd9a6ce68cd8f6b971ab28d6c5248"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82141655_03.jpg"",""path"":""files/Краска Profilux ВД для спальни, 11кг/82141655_03.jpg"",""checksum"":""942a9ffa9c1329f87533bfe216918a3d"",""status"":""downloaded""}]",354,https://leroymerlin.ru/product/kraska-profilux-vd-dlya-spalni-82141655/,11.435,Россия,"Гардеробная, Гостиная, Коридор, Спальня",Без запаха,,10,,Белый,Не моющийся,PROFILUX,24.0,,2,Белый,,"8, 8.0",Матовый глубокий,Матовый глубокий,Для стен и потолка,"Шпатлевка, Бетон, Цемент, Кирпич, Гипс",2.0,,Краска для внутренних покрытий,Нет,Отсутствует
5f2c07f9558abb54443b3d09,Валик для водных красок Dexter 250 мм,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17211681.jpg"",""path"":""files/Валик для водных красок Dexter 250 мм/17211681.jpg"",""checksum"":""2697ebcddecd605fb8740de5051254e9"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17211681_01.jpg"",""path"":""files/Валик для водных красок Dexter 250 мм/17211681_01.jpg"",""checksum"":""b82b7043f143f7faaebc09e4da63e8ef"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17211681_03.jpg"",""path"":""files/Валик для водных красок Dexter 250 мм/17211681_03.jpg"",""checksum"":""16f63e022778a39d86d18f0a0fdb5132"",""status"":""downloaded""}]",128,https://leroymerlin.ru/product/valik-dlya-vodnyh-krasok-dexter-250-mm-17211681/,0.118,Китай,,,,,,,,DEXTER,,"Лак, Краска",,Разноцветный,,,,,Стена и потолок,,,Пакетик,Малярный валик,,
